0.00000000e+000	5.76137243e-001	
3.25476189e-001	6.57831891e-001	
6.50952378e-001	8.41421593e-001	
9.76428567e-001	9.62547612e-001	
1.30190476e+000	1.00896278e+000	
1.62738094e+000	1.02676340e+000	
1.95285713e+000	1.03377971e+000	
2.27833332e+000	1.03693396e+000	
2.60380951e+000	1.03809034e+000	
2.92928570e+000	1.03885390e+000	
3.25476189e+000	1.03914278e+000	
3.58023808e+000	1.04048766e+000	
3.90571427e+000	1.03899028e+000	
4.23119046e+000	1.03872995e+000	
4.55666664e+000	1.03773380e+000	
4.88214283e+000	1.03523998e+000	
5.20761902e+000	1.02984248e+000	
5.53309521e+000	1.01467440e+000	
5.85857140e+000	9.65305589e-001	
6.18404759e+000	8.54275920e-001	
6.50952378e+000	7.38569444e-001	
6.83499997e+000	7.14617888e-001	
7.16047615e+000	7.63831264e-001	
7.48595234e+000	7.59648480e-001	
7.81142853e+000	7.41886221e-001	
8.13690472e+000	7.72140072e-001	
8.46238091e+000	8.59796510e-001	
8.78785710e+000	9.49709425e-001	
9.11333329e+000	9.94759825e-001	
9.43880948e+000	1.00836055e+000	
9.76428567e+000	1.01286582e+000	
1.00897619e+001	1.01584011e+000	
1.04152380e+001	1.01673335e+000	
1.07407142e+001	1.01745960e+000	
1.10661904e+001	1.01660837e+000	
1.13916666e+001	1.01575412e+000	
1.17171428e+001	1.01281896e+000	
1.20426190e+001	1.00668097e+000	
1.23680952e+001	9.87522777e-001	
1.26935714e+001	9.09602306e-001	
1.30190476e+001	7.83972124e-001	
1.33445237e+001	6.89400978e-001	
1.36699999e+001	7.34004723e-001	
1.39954761e+001	8.67389800e-001	
1.43209523e+001	9.60979644e-001	
1.46464285e+001	9.62233670e-001	
1.49719047e+001	8.72199246e-001	
1.52973809e+001	7.56827445e-001	
1.56228571e+001	7.04000689e-001	
1.59483333e+001	7.24475290e-001	
1.62738094e+001	8.09855589e-001	
1.65992856e+001	8.88608260e-001	
1.69247618e+001	9.20183421e-001	
1.72502380e+001	9.29093319e-001	
1.75757142e+001	9.31737877e-001	
1.79011904e+001	9.32866703e-001	
1.82266666e+001	9.32245109e-001	
1.85521428e+001	9.30895533e-001	
1.88776190e+001	9.24780166e-001	
1.92030951e+001	8.99195117e-001	
1.95285713e+001	8.17349055e-001	
