0.00000000e+000	2.63095390e-001	
3.25476189e-004	2.67697293e-001	
6.50952378e-004	2.71577549e-001	
9.76428567e-004	2.71385537e-001	
1.30190476e-003	2.71066746e-001	
1.62738094e-003	2.71375678e-001	
1.95285713e-003	2.71674925e-001	
2.27833332e-003	2.71630701e-001	
2.60380951e-003	2.71582591e-001	
2.92928570e-003	2.71599612e-001	
3.25476189e-003	2.71612648e-001	
3.58023808e-003	2.71652772e-001	
3.90571427e-003	2.71693436e-001	
4.23119046e-003	2.71725248e-001	
4.55666664e-003	2.71756286e-001	
4.88214283e-003	2.71769233e-001	
5.20761902e-003	2.71781662e-001	
5.53309521e-003	2.71813829e-001	
5.85857140e-003	2.71846290e-001	
6.18404759e-003	2.71859281e-001	
6.50952378e-003	2.71871542e-001	
6.83499997e-003	2.71906640e-001	
7.16047615e-003	2.71942331e-001	
7.48595234e-003	2.71958403e-001	
7.81142853e-003	2.71973561e-001	
8.13690472e-003	2.72008179e-001	
8.46238091e-003	2.72043414e-001	
8.78785710e-003	2.72059547e-001	
9.11333329e-003	2.72074614e-001	
9.43880948e-003	2.72112644e-001	
9.76428567e-003	2.72151685e-001	
1.00897619e-002	2.72171644e-001	
1.04152380e-002	2.72190360e-001	
1.07407142e-002	2.72231355e-001	
1.10661904e-002	2.72273512e-001	
1.13916666e-002	2.72296798e-001	
1.17171428e-002	2.72318674e-001	
1.20426190e-002	2.72360926e-001	
1.23680952e-002	2.72404386e-001	
1.26935714e-002	2.72429219e-001	
1.30190476e-002	2.72452478e-001	
1.33445237e-002	2.72496614e-001	
1.36699999e-002	2.72542184e-001	
1.39954761e-002	2.72569058e-001	
1.43209523e-002	2.72594168e-001	
1.46464285e-002	2.72639544e-001	
1.49719047e-002	2.72686502e-001	
1.52973809e-002	2.72715277e-001	
1.56228571e-002	2.72742154e-001	
1.59483333e-002	2.72781095e-001	
1.62738094e-002	2.72820917e-001	
1.65992856e-002	2.72861305e-001	
1.69247618e-002	2.72901759e-001	
1.72502380e-002	2.72943420e-001	
1.75757142e-002	2.72985093e-001	
1.79011904e-002	2.73026407e-001	
1.82266666e-002	2.73067675e-001	
1.85521428e-002	2.73118142e-001	
1.88776190e-002	2.73170030e-001	
1.92030951e-002	2.73203080e-001	
1.95285713e-002	2.73233509e-001	
1.98540475e-002	2.73286034e-001	
2.01795237e-002	2.73341919e-001	
2.05049999e-002	2.73379254e-001	
2.08304761e-002	2.73413806e-001	
2.11559523e-002	2.73469254e-001	
2.14814285e-002	2.73528106e-001	
2.18069047e-002	2.73568626e-001	
2.21323808e-002	2.73606191e-001	
2.24578570e-002	2.73661329e-001	
2.27833332e-002	2.73719563e-001	
2.31088094e-002	2.73759401e-001	
2.34342856e-002	2.73796065e-001	
2.37597618e-002	2.73852523e-001	
2.40852380e-002	2.73912678e-001	
2.44107142e-002	2.73954687e-001	
2.47361904e-002	2.73993356e-001	
2.50616665e-002	2.74051084e-001	
2.53871427e-002	2.74112593e-001	
2.57126189e-002	2.74156186e-001	
2.60380951e-002	2.74196268e-001	
2.63635713e-002	2.74253873e-001	
2.66890475e-002	2.74315179e-001	
2.70145237e-002	2.74358580e-001	
2.73399999e-002	2.74398257e-001	
2.76654761e-002	2.74458042e-001	
2.79909522e-002	2.74522288e-001	
2.83164284e-002	2.74568883e-001	
2.86419046e-002	2.74611591e-001	
2.89673808e-002	2.74673653e-001	
2.92928570e-002	2.74740245e-001	
2.96183332e-002	2.74789367e-001	
2.99438094e-002	2.74834423e-001	
3.02692856e-002	2.74887696e-001	
3.05947618e-002	2.74943111e-001	
3.09202379e-002	2.74997879e-001	
3.12457141e-002	2.75052488e-001	
3.15711903e-002	2.75108617e-001	
3.18966665e-002	2.75164939e-001	
3.22221427e-002	2.75221851e-001	
3.25476189e-002	2.75278914e-001	
3.28730951e-002	2.75345328e-001	
3.31985713e-002	2.75413619e-001	
3.35240475e-002	2.75465969e-001	
3.38495236e-002	2.75514052e-001	
3.41749998e-002	2.75578261e-001	
3.45004760e-002	2.75646341e-001	
3.48259522e-002	2.75698697e-001	
3.51514284e-002	2.75746630e-001	
3.54769046e-002	2.75810936e-001	
3.58023808e-002	2.75879403e-001	
3.61278570e-002	2.75932370e-001	
3.64533332e-002	2.75980764e-001	
3.67788093e-002	2.76039251e-001	
3.71042855e-002	2.76100198e-001	
3.74297617e-002	2.76161705e-001	
3.77552379e-002	2.76223385e-001	
3.80807141e-002	2.76286311e-001	
3.84061903e-002	2.76349406e-001	
3.87316665e-002	2.76411948e-001	
3.90571427e-002	2.76474308e-001	
3.93826189e-002	2.76536492e-001	
3.97080950e-002	2.76598813e-001	
4.00335712e-002	2.76660393e-001	
4.03590474e-002	2.76721719e-001	
4.06845236e-002	2.76784409e-001	
4.10099998e-002	2.76847357e-001	
4.13354760e-002	2.76910892e-001	
4.16609522e-002	2.76974634e-001	
4.19864284e-002	2.77039334e-001	
4.23119046e-002	2.77103723e-001	
4.26373807e-002	2.77168662e-001	
4.29628569e-002	2.77233805e-001	
4.32883331e-002	2.77299223e-001	
4.36138093e-002	2.77364512e-001	
4.39392855e-002	2.77429096e-001	
4.42647617e-002	2.77493404e-001	
4.45902379e-002	2.77566500e-001	
4.49157141e-002	2.77643273e-001	
4.52411903e-002	2.77704408e-001	
4.55666664e-002	2.77759193e-001	
4.58921426e-002	2.77829986e-001	
4.62176188e-002	2.77907572e-001	
4.65430950e-002	2.77969708e-001	
4.68685712e-002	2.78025312e-001	
4.71940474e-002	2.78095937e-001	
4.75195236e-002	2.78173203e-001	
4.78449998e-002	2.78235182e-001	
4.81704760e-002	2.78290437e-001	
4.84959521e-002	2.78360962e-001	
4.88214283e-002	2.78438505e-001	
4.91469045e-002	2.78500902e-001	
4.94723807e-002	2.78556373e-001	
4.97978569e-002	2.78620344e-001	
5.01233331e-002	2.78688470e-001	
5.04488093e-002	2.78755952e-001	
5.07742855e-002	2.78823127e-001	
5.10997617e-002	2.78891223e-001	
5.14252378e-002	2.78959510e-001	
5.17507140e-002	2.79028372e-001	
5.20761902e-002	2.79097515e-001	
5.24016664e-002	2.79166095e-001	
5.27271426e-002	2.79233658e-001	
5.30526188e-002	2.79301792e-001	
5.33780950e-002	2.79370215e-001	
5.37035712e-002	2.79438143e-001	
5.40290474e-002	2.79505549e-001	
5.43545235e-002	2.79572349e-001	
5.46799997e-002	2.79638828e-001	
5.50054759e-002	2.79706078e-001	
5.53309521e-002	2.79773968e-001	
5.56564283e-002	2.79841293e-001	
5.59819045e-002	2.79908307e-001	
5.63073807e-002	2.79975545e-001	
5.66328569e-002	2.80042659e-001	
5.69583331e-002	2.80110340e-001	
5.72838092e-002	2.80178343e-001	
5.76092854e-002	2.80252640e-001	
5.79347616e-002	2.80329847e-001	
5.82602378e-002	2.80394288e-001	
5.85857140e-002	2.80451245e-001	
